ID,timestamp,x1,y1,x2,y2,x1sim,y1sim,x2sim,y2sim,nn_pred_x,nn_pred_y,svr_pred_x,svr_pred_y,nn_pred_xr,nn_pred_yr,svr_pred_xr,svr_pred_yr,reversed_x1sim,reversed_y1sim
320,0.5403,28.97806,40.24289,28.97821,40.24297,33715.6,4943.8,33725.3,4946.7,33715.945,4940.252,34051.38852,5016.214361,28.978065082557034,40.24278884521944,28.983250736653357,40.2449361154384,,
320,0.5431,28.97432,40.25071,28.97413,40.25058,33473.7,5220.5,33461.4,5215.9,33481.555,5218.829,33573.67208,4830.33631,28.9744416246836,40.25066353589406,28.975865671608826,40.23968179740487,,
320,0.5437,28.97465,40.24604,28.97476,40.24583,33495,5055.3,33502.1,5047.8,33500.38,5049.205,33795.60375,5104.73111,28.974732642194873,40.245868680141456,28.97929653494355,40.247438267510894,,
320,0.5444,28.97776,40.2432,28.97785,40.2431,33696.2,4954.8,33702,4951.3,33697.152,4951.4683,34036.89714,5024.770137,28.977774559736883,40.243105902596795,28.983026712996384,40.24517796630722,,
320,0.5472,28.9498,40.23206,28.9498,40.23205,31887.6,4560.7,31887.6,4560.4,31873.781,4561.935,31964.91412,4560.285183,28.94958688958823,40.23209474860718,28.950995725379837,40.23204811231436,,
320,0.5493,28.95662,40.22905,28.9569,40.22928,32328.7,4454.2,32346.8,4462.4,32332.334,4449.043,32367.76223,4448.971962,28.956675705144512,40.228903567785935,28.957223393607908,40.22890155971536,,
320,0.5597,28.97674,40.23477,28.97673,40.23477,33630.2,4656.6,33629.6,4656.6,33624.71,4655.8296,33936.46302,4722.468033,28.97665467179257,40.2347489193787,28.981474092138516,40.236632624949934,,
320,0.5965,28.96726,40.22932,28.96716,40.22933,33017,4463.8,33010.5,4464.1,33010.73,4463.161,33207.04469,4481.033754,28.967163095082253,40.2293026491277,28.970197943024363,40.22980786818474,,
320,0.5993,28.97459,40.23168,28.97462,40.23154,33491.2,4547.3,33493.1,4542.3,33480.32,4541.998,33741.57521,4590.307936,28.97442253269813,40.23153117836276,28.97846130247351,40.23289678213662,,
320,0.6007,28.97217,40.22636,28.97211,40.22631,33334.6,4359.1,33330.7,4357.3,33331.438,4358.114,33559.43608,4356.801623,28.972120951337526,40.22633322727558,28.975645595896186,40.22629612958653,,
320,0.6042,28.97312,40.23193,28.97325,40.23194,33396.1,4556.1,33404.5,4556.5,33386.28,4556.029,33652.6853,4598.354218,28.972968759165056,40.231927800427236,28.977087144684106,40.23312423085576,,
320,0.6062,28.97783,40.23469,28.97792,40.23457,33700.7,4653.7,33706.6,4649.5,33704.234,4653.0586,33341.63082,4620.625928,28.977884041065693,40.23467058998374,28.972278523136158,40.23375379764356,,
320,0.6132,28.97919,40.2323,28.97899,40.2322,33788.7,4569.2,33775.8,4565.7,33784.137,4564.507,34087.64489,4613.616116,28.979119269336785,40.23216745275869,28.983811227413792,40.233555647397175,,
320,0.6229,28.9764,40.23357,28.97651,40.23357,33608.2,4614.1,33615.4,4614.1,33597.902,4611.7773,33901.3105,4669.288754,28.9762402443056,40.23350366856472,28.980930665902903,40.23512937675491,,
320,0.6382,29.00063,40.21633,29.00115,40.21586,35175.6,4004.2,35209.2,3987.6,35162.94,4000.9832,35099.09454,3983.030798,29.000434319408313,40.21623801273748,28.999447326214405,40.21573054222622,,
320,0.6403,29.02968,40.20515,29.03026,40.20481,37054.8,3608.7,37092.3,3596.7,37058.41,3601.2578,37247.75883,3550.950763,29.029736575030817,40.20493875300035,29.032663737063707,40.20351669606409,,
320,0.6438,29.04644,40.20253,29.04645,40.2027,38138.9,3516,38139.5,3522.1,38133.758,3508.5576,38170.64946,3508.348656,29.046360484657008,40.20231834499655,29.046930793335704,40.20231243866053,,
320,0.6465,29.03127,40.20466,29.03075,40.20493,37157.6,3591.4,37124,3600.9,37154.84,3584.2144,37293.81887,3555.729446,29.031227295807025,40.20445697775313,29.03337578371497,40.20365177774872,,
320,0.6486,28.99755,40.2125,28.99724,40.21249,34976.4,3868.7,34956.3,3868.4,34970.918,3857.777,35163.4501,3867.447321,28.99746583257964,40.212189923599865,29.000442205093968,40.212463279930795,,
320,0.6563,28.93818,40.22704,28.93816,40.22685,31135.9,4383.1,31134.6,4376.4,31140.012,4386.0654,32926.87202,4447.319042,28.938243483042164,40.22712334501295,28.965866726389557,40.22885483570832,,
320,0.6674,28.97479,40.23729,28.97488,40.23709,33504.1,4745.7,33509.9,4738.6,33507.777,4739.5537,33795.7182,4800.783216,28.97484699313941,40.237115594981894,28.979298304237265,40.23884640369423,,
320,0.6736,29.0521,40.19692,29.05233,40.19689,38505,3317.6,38519.9,3316.5,38499.383,3310.101,38668.9819,3251.649401,29.052012717196682,40.196708462137096,29.054634563135206,40.19505617834639,,
320,0.6743,29.0542,40.19688,29.05443,40.19691,38640.9,3316.2,38655.7,3317.2,38636.5,3308.3083,38623.22559,3309.704846,29.05413242227468,40.19665778689121,29.053927211875646,40.1966972638321,,
320,0.6771,29.08734,40.19152,29.08775,40.19152,40784.6,3126.6,40811.1,3126.6,40773.957,3120.3013,40962.12386,3065.453031,29.087175578534666,40.19134328867469,29.09008446837803,40.18979286221302,,
320,0.6806,29.11954,40.19142,29.12026,40.19142,42867.5,3123,42914.1,3123,42856.094,3116.8083,43317.84467,3090.081251,29.119363537518495,40.191244550105004,29.126501786167225,40.19048904177689,,
320,0.6813,29.13121,40.19147,29.13191,40.19146,43622.4,3124.8,43667.7,3124.4,43602.945,3120.6453,43918.70212,3128.333918,29.130909179978637,40.19135301271361,29.13579050009706,40.191570351145955,,
320,0.6924,29.09976,40.19168,29.09939,40.19168,41588,3132.2,41564.1,3132.2,41578.023,3126.1663,41886.58914,3062.307462,29.09960571326081,40.191509077884874,29.104375867317973,40.18970394466824,,
320,0.6965,29.0804,40.19243,29.0805,40.19236,40335.7,3158.7,40342.1,3156.3,40332.734,3151.409,40645.08868,3087.337919,29.080354669138828,40.19222262729596,29.0851833906054,40.19041149448865,,
320,0.6993,29.07347,40.18457,29.07344,40.18449,39887.4,2880.7,39885.4,2877.9,39887.68,2872.0042,39919.55014,2896.759111,29.0734745359403,40.1843245367393,29.073967219543313,40.18502429754798,,
320,0.7007,29.06819,40.18197,29.0681,40.18203,39545.8,2788.7,39540,2790.8,39546.28,2779.636,39608.62697,2807.576704,29.068196800038635,40.18171351356376,29.069160627929463,40.182503328951356,,
320,0.7049,29.07449,40.19347,29.07444,40.19342,39953.4,3195.5,39950.1,3193.8,39948.645,3189.1443,40025.37948,3145.651957,29.07441699982209,40.19328931196488,29.07560324563343,40.19205988976621,,
320,0.7076,29.03443,40.20285,29.03404,40.20313,37362,3527.4,37336.8,3537.3,37350.004,3520.7646,37417.09684,3514.800066,29.034244355120183,40.20266340704067,29.035281549878274,40.20249480424766,,
320,0.7097,29.01462,40.21433,29.01464,40.21429,36080.6,3933.5,36081.9,3932.1,36176.758,3912.1228,36206.40125,3871.068598,29.016107030762594,40.21372614649144,29.016565288655876,40.21256564457763,,
320,0.7132,29.01389,40.21491,29.01369,40.21511,36033.3,3954,36020.4,3961.1,36019.43,3948.2173,36227.70487,3950.792148,29.013674881864127,40.214746449756085,29.016894623395505,40.21481923441359,,
320,0.7194,28.9768,40.23477,28.9768,40.23474,33634.1,4656.6,33634.1,4655.5,33623.79,4655.7144,33923.93553,4714.928064,28.97664044942283,40.234745662956364,28.98128042844862,40.23641948846138,,
320,0.7201,28.9768,40.23474,28.97685,40.23484,33634.1,4655.5,33637.3,4659.1,33633.89,4655.4194,33331.62123,4656.688461,28.97679658630803,40.234737324027634,28.972123783907968,40.234773197279274,,
320,0.7285,28.97695,40.23522,28.97696,40.23521,33643.8,4672.5,33644.5,4672.1,33634.75,4672.274,33868.25237,4729.084102,28.976809881131917,40.23521376236046,28.980419617046596,40.2368196450444,,
320,0.7375,28.96989,40.19857,28.96987,40.19845,33187.1,3376,33185.8,3371.7,33179.58,3375.8489,33397.07353,3363.034461,28.969773363702625,40.19856699451775,28.973135617398174,40.198204761658275,,
320,0.7514,28.97178,40.22354,28.97178,40.2236,33309.4,4259.3,33309.4,4261.4,33302.855,4258.09,33445.25406,4247.173894,28.971679083952413,40.22350579335233,28.973880444911185,40.22319722172538,,
320,0.7562,28.97183,40.22354,28.97179,40.22359,33312.6,4259.3,33310,4261.1,33306.777,4258.646,33220.66128,4209.132847,28.971739714532983,40.22352151011292,28.970408443217394,40.22212189433631,,
320,0.7583,28.97402,40.23232,28.97397,40.23254,33454.3,4569.9,33451,4577.7,33457.523,4564.5225,33680.05658,4608.432011,28.974070111651415,40.23216789090579,28.97751027997154,40.23340910542386,,
320,0.7646,28.99267,40.24713,28.99294,40.24712,34660.7,5093.8,34678.2,5093.5,34655.297,5087.5586,34801.18818,5143.049481,28.992586616753574,40.24695284263965,28.994841962736064,40.24852143417139,,
320,0.7653,28.99884,40.24998,28.99908,40.25009,35059.8,5194.6,35075.3,5198.5,35047.652,5189.419,35100.76171,5221.542983,28.99865207097061,40.24983218710094,28.999473099158056,40.25074025355784,,
320,0.775,28.98034,40.23352,28.9798,40.23392,33863.1,4612.4,33828.2,4626.5,33900.004,4602.602,33632.92585,4653.037883,28.98091046859196,40.23324430526716,28.97678168141913,40.2346700043648,,
320,0.7757,28.97272,40.23985,28.97289,40.23988,33370.2,4836.3,33381.2,4837.3,33375.55,4831.3867,33636.29935,4885.442908,28.972802883048406,40.23971148936199,28.976833832684697,40.24123952619576,,
