timestamp,x1,y1,nn_pred_xr,nn_pred_yr,svr_pred_xr,svr_pred_yr,zero
1/1/2019 0:00:09,28.94806,40.26832,28.947839996106616,40.26789123404842,28.94671959584781,40.26716069337749,0
1/1/2019 0:00:19,28.93162,40.32295,28.93157098098275,40.32244345990517,28.927803881967257,40.31795040759402,0
1/1/2019 0:00:24,28.95557,40.25163,28.95543330385216,40.25164788000197,28.96085129380761,40.24854752453105,0
1/1/2019 0:00:33,28.96967,40.2333,28.969558636837736,40.23337823694283,28.97330109018697,40.23414272296162,0
1/1/2019 0:00:37,28.95055,40.24852,28.95041293100642,40.24860024182511,28.954689219148783,40.247342754862856,0
1/1/2019 0:00:38,28.94011,40.24804,28.940277792065327,40.24803552957147,28.945917186442852,40.24552046705645,0
1/1/2019 0:00:40,28.94725,40.2482,28.94693549976839,40.2479347953124,28.951495008471596,40.24666978607108,0
1/1/2019 0:00:42,28.97206,40.23944,28.97228252982506,40.239211049048194,28.968955350502974,40.23936773149805,0
1/1/2019 0:00:44,28.97685,40.23552,28.97671774491055,40.23559082327687,28.97963391243327,40.23667586048628,0
1/1/2019 0:00:44,28.97727,40.23542,28.97734522967988,40.23529113065855,28.979291789155194,40.23514671988928,0
1/1/2019 0:00:48,28.97817,40.22186,28.97816708168263,40.22190086051477,28.97786546618704,40.22406855330728,0
1/1/2019 0:00:56,28.9721,40.22564,28.97202294065909,40.225668269791576,28.97528810581138,40.22657304463302,0
1/1/2019 0:01:00,28.98714,40.24816,28.98720171838773,40.24802450522501,28.98603870837296,40.24735407169371,0
1/1/2019 0:01:03,28.98707,40.24853,28.987106598560544,40.24840228696407,28.98594815810041,40.24762703838465,0
1/1/2019 0:01:05,28.98273,40.24561,28.98279092867636,40.24550742078831,28.98336111553737,40.24553386480336,0
1/1/2019 0:01:07,28.96468,40.23035,28.96460546468902,40.23038907585705,28.967737899421103,40.230820493953175,0
1/1/2019 0:01:09,28.96459,40.2303,28.964596421116955,40.23038279763308,28.965289160592107,40.23083059722962,0
1/1/2019 0:01:17,28.97814,40.2217,28.978107517779797,40.22170962485156,28.980581195688725,40.22252708463592,0
1/1/2019 0:01:22,28.97213,40.2257,28.972053580590423,40.22572720764379,28.97546213072753,40.22654264039006,0
1/1/2019 0:01:26,28.99382,40.22917,28.994396660648658,40.2288814823452,28.989056962983536,40.22698571710004,0
1/1/2019 0:01:27,29.00283,40.21997,29.003748688085444,40.21939944478383,29.00263347682732,40.2216531474356,0
1/1/2019 0:01:30,28.98362,40.23169,28.983958569772987,40.23152814242735,28.98553614300561,40.23248768842687,0
1/1/2019 0:01:53,28.97803,40.22185,28.978017746800354,40.22187597093258,28.97934210140652,40.2227438301563,0
1/1/2019 0:01:54,28.97724,40.21702,28.977252397799127,40.21695944031615,28.980792351656675,40.21781320460198,0
1/1/2019 0:02:00,28.95758,40.23934,28.957415670307576,40.23949940637694,28.961848835825915,40.2393520849258,0
1/1/2019 0:02:01,28.95642,40.23865,28.95629780750504,40.238734022750215,28.9596350802265,40.23869596305973,0
1/1/2019 0:02:01,28.95634,40.23861,28.95661151897151,40.238824801176406,28.95965757305884,40.23897554893789,0
1/1/2019 0:02:02,28.95951,40.24082,28.959630340621786,40.24100996798207,28.962314752929075,40.24052309092172,0
1/1/2019 0:02:12,29.08465,40.18512,29.08481540719437,40.18485077685056,29.077279232872343,40.18943122011717,0
1/1/2019 0:02:13,29.08463,40.18523,29.084778846428677,40.184937388639135,29.07242794158713,40.19267631038834,0
1/1/2019 0:02:14,29.05916,40.18859,29.059238206634355,40.18832989381399,29.059030486450837,40.189256302521976,0
1/1/2019 0:02:17,29.01996,40.20664,29.020057850485628,40.20642446459786,29.022773659756258,40.20473546478663,0
1/1/2019 0:02:21,28.98333,40.23149,28.98315342905468,40.231263739024726,28.985196394554105,40.23109425761957,0
1/1/2019 0:02:22,28.97814,40.22193,28.9781811494614,40.22187958917962,28.981700812325872,40.22186184625722,0
1/1/2019 0:02:31,28.97662,40.22208,28.976610458773592,40.22207067785155,28.98049594417645,40.22230659021587,0
1/1/2019 0:02:46,28.98235,40.2306,28.982503466757525,40.23050986311964,28.985967105388724,40.23086121062424,0
1/1/2019 0:02:50,28.98248,40.23151,28.98246621033244,40.23146964837575,28.985694418811548,40.23161088057153,0
1/1/2019 0:02:51,28.97898,40.22507,28.978894262172023,40.22510887466503,28.98218424566869,40.22631688238165,0
1/1/2019 0:02:58,28.96661,40.20596,28.966685254377158,40.20598929124184,28.97164624372773,40.20703231831342,0
1/1/2019 0:02:58,28.96617,40.20913,28.96622488245228,40.20905735555396,28.97026987590574,40.20940023022641,0
1/1/2019 0:02:59,28.96714,40.20927,28.967132795251064,40.20918850570222,28.9717093358604,40.212027941520525,0
1/1/2019 0:03:05,28.97515,40.23058,28.975105577464035,40.230603663347466,28.97916781878721,40.231033533738426,0
1/1/2019 0:03:06,28.97667,40.23459,28.976604321511868,40.23459393968155,28.980642083044906,40.23598924861348,0
1/1/2019 0:03:10,28.97676,40.23557,28.976627386485404,40.23562700574729,28.980271376823016,40.23693969118824,0
1/1/2019 0:04:45,28.9767,40.2356,28.976566554936568,40.2356457640968,28.98056957740396,40.23706994415258,0
1/1/2019 0:04:50,28.97669,40.23564,28.976555115204384,40.23568020528584,28.980841051214934,40.23732529495552,0
1/1/2019 0:04:56,28.95139,40.21291,28.951369431748784,40.212834440814845,28.95371069166588,40.21358443442565,0
1/1/2019 0:04:59,28.91586,40.2137,28.91602671926997,40.21337383664621,28.90955644771395,40.21549648265879,0
1/1/2019 0:04:59,28.89589,40.21525,28.89598757035517,40.214925502103085,28.893978876438275,40.21710951810832,0
1/1/2019 0:05:12,28.84634,40.22379,28.84599541510673,40.22377569196765,28.845738448422075,40.22352421472432,0
1/1/2019 0:05:16,28.90282,40.2145,28.903014008452864,40.21409390172873,28.91585914790868,40.21916924616867,0
1/1/2019 0:05:19,28.93807,40.22698,28.93788302326472,40.22701663781951,28.93558261818685,40.22604475879881,0
1/1/2019 0:05:22,28.94588,40.23563,28.94583422457752,40.23556297973517,28.94636837767347,40.23504178987702,0
1/1/2019 0:05:24,28.95935,40.24108,28.959385267548416,40.24120826488053,28.962611394614623,40.24156750740016,0
1/1/2019 0:05:31,28.98017,40.23317,28.980134978422743,40.23315888071589,28.9850783154936,40.2342101885981,0
1/1/2019 0:05:33,28.97862,40.23209,28.978720625588405,40.23197955832048,28.982502285218697,40.23352008350565,0
1/1/2019 0:05:34,28.97866,40.23192,28.97881854351225,40.23166217021272,28.981570385774983,40.23278782563729,0
1/1/2019 0:05:39,28.98005,40.23291,28.980032175424075,40.23285101877417,28.98476172693449,40.23378612546538,0
1/1/2019 0:05:40,28.98627,40.23194,28.986647849840917,40.23172780747547,28.989570625509465,40.23321608791531,0
1/1/2019 0:05:42,28.97956,40.2319,28.97955979178041,40.23180299917183,28.98401845939901,40.2326985576031,0
1/1/2019 0:06:10,28.98071,40.23163,28.980823140149933,40.23156418073325,28.98543182486079,40.23313959421537,0
1/1/2019 0:06:11,28.97665,40.23246,28.976606593999207,40.232432650479616,28.981419078311852,40.2340457459977,0
1/1/2019 0:06:12,28.97665,40.23354,28.97650662001539,40.23353828783935,28.98165930650406,40.23487629628893,0
1/1/2019 0:07:08,28.97682,40.23477,28.97669212918592,40.234841026379975,28.97693070851078,40.23504330284137,0
1/1/2019 0:07:09,28.97406,40.23513,28.973962500873405,40.23504658804008,28.9784450102852,40.23648632192226,0
1/1/2019 0:07:11,28.97161,40.23198,28.971506328537355,40.23196057665728,28.975172853292275,40.232927835261314,0
1/1/2019 0:07:13,28.96935,40.23322,28.96940177337495,40.23312920826338,28.97301305226216,40.234021400565936,0
1/1/2019 0:07:14,28.97512,40.23686,28.97496347743941,40.23681404518521,28.97939699418844,40.23856271017285,0
1/1/2019 0:07:16,28.9741,40.23454,28.974034509349767,40.23440799570464,28.978316870289422,40.235607363443066,0
1/1/2019 0:07:17,28.97387,40.23426,28.973953812860582,40.23426986064352,28.9707176540768,40.23276915525641,0
1/1/2019 0:07:18,28.97683,40.23448,28.976774371584856,40.23439427746018,28.981115510641423,40.23604547317616,0
1/1/2019 0:07:46,28.97393,40.23858,28.97399369733225,40.23851544105428,28.978728134999628,40.2390957043641,0
1/1/2019 0:07:52,28.97804,40.23467,28.977913274219148,40.23472303760533,28.979127561751294,40.23516981007199,0
1/1/2019 0:07:55,28.97703,40.23543,28.97689629748719,40.23545584570165,28.981114321063867,40.236985955706174,0
1/1/2019 0:08:03,28.99757,40.21935,28.99702942225596,40.21913436578663,28.99708410541252,40.2190029942186,0
1/1/2019 0:08:04,29.0052,40.21271,29.00572111434113,40.21280430477444,29.006235233837987,40.21172919230359,0
1/1/2019 0:08:07,29.05688,40.1972,29.05706077728613,40.19691396160857,29.06196076117301,40.1947999092154,0
1/1/2019 0:08:10,29.11578,40.19136,29.11554662449839,40.19121155338803,29.11649376893115,40.19126124789109,0
1/1/2019 0:08:14,29.15142,40.19051,29.151405083389484,40.190340279500205,29.146309631736013,40.19244777243551,0
1/1/2019 0:08:16,29.15151,40.19038,29.1522769146546,40.19041679411813,29.02517922271713,40.21566971477275,0
1/1/2019 0:08:19,29.13638,40.19165,29.13703056521059,40.19119288832145,29.12477458819424,40.19388122792412,0
1/1/2019 0:08:20,29.10019,40.19161,29.10063579930749,40.19122932802663,29.102248138040807,40.1908439941297,0
1/1/2019 0:08:26,29.0407,40.1946,29.040725164370045,40.194342513010064,29.04193451225676,40.1950186922894,0
1/1/2019 0:08:28,29.04169,40.19365,29.041675234127837,40.19342188397117,29.044523193174957,40.19201801794152,0
1/1/2019 0:08:31,29.01923,40.21102,29.01917844426272,40.21082682534902,29.021835683186705,40.21087367342236,0
1/1/2019 0:08:40,28.96431,40.22991,28.964336924705574,40.22981415053577,28.96729696190071,40.23050404415864,0
1/1/2019 0:09:00,28.97806,40.24289,28.978065082557038,40.24278884521944,28.98325073665336,40.2449361154384,0
1/1/2019 0:09:03,28.97432,40.25071,28.9744416246836,40.25066353589406,28.975865671608823,40.23968179740487,0
1/1/2019 0:09:04,28.97465,40.24604,28.974732642194876,40.245868680141456,28.97929653494355,40.247438267510894,0
1/1/2019 0:09:04,28.97776,40.2432,28.977774559736883,40.2431059025968,28.983026712996384,40.24517796630722,0
1/1/2019 0:09:07,28.9498,40.23206,28.94958688958823,40.23209474860718,28.95099572537984,40.23204811231436,0
1/1/2019 0:09:09,28.95662,40.22905,28.956675705144512,40.228903567785935,28.957223393607908,40.22890155971536,0
1/1/2019 0:09:20,28.97674,40.23477,28.97665467179257,40.2347489193787,28.98147409213852,40.236632624949934,0
1/1/2019 0:09:56,28.96726,40.22932,28.967163095082253,40.2293026491277,28.970197943024363,40.22980786818474,0
1/1/2019 0:09:59,28.97459,40.23168,28.97442253269813,40.23153117836276,28.97846130247351,40.23289678213662,0
1/1/2019 0:10:01,28.97217,40.22636,28.972120951337526,40.22633322727558,28.975645595896182,40.22629612958653,0
1/1/2019 0:10:04,28.97312,40.23193,28.972968759165056,40.23192780042724,28.977087144684106,40.23312423085576,0
1/1/2019 0:10:06,28.97783,40.23469,28.977884041065693,40.23467058998374,28.97227852313616,40.23375379764356,0
1/1/2019 0:10:13,28.97919,40.2323,28.979119269336785,40.23216745275869,28.983811227413792,40.233555647397175,0
1/1/2019 0:10:23,28.9764,40.23357,28.9762402443056,40.23350366856472,28.980930665902903,40.23512937675491,0
1/1/2019 0:10:38,29.00063,40.21633,29.000434319408317,40.21623801273748,28.999447326214405,40.21573054222622,0
1/1/2019 0:10:40,29.02968,40.20515,29.029736575030817,40.20493875300035,29.032663737063707,40.20351669606409,0
1/1/2019 0:10:44,29.04644,40.20253,29.046360484657008,40.20231834499655,29.046930793335704,40.20231243866053,0
1/1/2019 0:10:46,29.03127,40.20466,29.031227295807025,40.20445697775313,29.03337578371497,40.20365177774872,0
1/1/2019 0:10:49,28.99755,40.2125,28.99746583257964,40.212189923599865,29.000442205093968,40.2124632799308,0
1/1/2019 0:10:56,28.93818,40.22704,28.938243483042164,40.22712334501295,28.96586672638956,40.22885483570832,0
1/1/2019 0:11:07,28.97479,40.23729,28.97484699313941,40.23711559498189,28.979298304237265,40.23884640369423,0
1/1/2019 0:11:14,29.0521,40.19692,29.05201271719668,40.196708462137096,29.05463456313521,40.19505617834639,0
1/1/2019 0:11:14,29.0542,40.19688,29.05413242227468,40.19665778689121,29.05392721187565,40.1966972638321,0
1/1/2019 0:11:17,29.08734,40.19152,29.087175578534666,40.19134328867469,29.09008446837803,40.18979286221302,0
1/1/2019 0:11:21,29.11954,40.19142,29.119363537518492,40.19124455010501,29.126501786167225,40.19048904177689,0
